ime,država,zvrst,leto,status
7th Reign,Canada,Power,2005,4
Norot,Germany,Thrash,1992,3
Redbacks,Germany,Heavy,1983,5
Hellriders,Italy,"Thrash,Progressive",2005,1
Perished,Austria,Death,1997,5
Misanthropic,Brazil,Black,2005,1
Blood Soaked Horror,Sweden,Black,2006,3
Kaiser,Sweden,"Black,Ambient",2006,2
Savage Crow,Germany,"Melodic,Heavy",2006,1
Rainfall,United States,"Drone,Black,Ambient",2006,2
Bossk,United Kingdom,"Sludge,Atmospheric",2005,1
Wintarnaht,Germany,"Black,Pagan",1997,1
Save,Russia,"Death,Groove",1999,1
Claymore,Italy,Power,2001,1
Northern Frost,Germany,Black,2007,1
Aberrancy,Ukraine,"Doom,Black",1991,1
Preacher,Germany,Heavy,1984,3
MÃ¤rchenwald,Germany,"Melodic,Power,Progressive",1998,3
Royal Rout,Germany,"Heavy,Hard,Rock",1995,3
Sharatan,Germany,Power,1997,3
Crucifix,Greece,"Thrash,Death",nan,3
Goat Tyrant,Poland,"Thrash,Death,Blackened",2000,1
Cobra,Peru,Heavy,2005,1
Saxer,Czech Republic,Heavy,2004,1
Confusion Gods,Italy,"Death,Black",1997,1
Black Candles,Greece,"Melodic,Death",2003,4
Festerino,Italy,"Thrash,Speed",2001,3
Hard Rock Sallinen,Finland,"Heavy,Hard,Rock",1975,3
Grotte,Spain,"Depressive,Black",1998,5
Transparent Things,Italy,"Heavy,Gothic,Rock",nan,4
Decadence Death,Italy,"Melodic,Death",2004,3
Sludgeplow,United States,Doom,1991,3
Spastic Mime,United States,"Melodic,Power",nan,3
Panama Speed,Germany,"Alternative,Groove,Rock",1995,3
Xiphoid,Belgium,Speed,1984,3
Reanima,Austria,Death,1999,3
Vomit Bog,Greece,Black,2006,4
Katakumba,Portugal,"Melodic,Thrash",nan,1
Remain,Canada,"Thrash,Death",2004,3
Aim Deep,Portugal,"Heavy,Thrash",1995,1
Proudflesh,United States,Heavy,nan,1
Bloodshedd,Philippines,"Technical,Thrash,Death",1996,1
Cause of Death: Suicide,Denmark,"Depressive,Black",2004,1
Sophia's Eye,Finland,"Melodic,Death",2002,3
Savage Annihilation,France,Death,2002,1
Sex Attack,Germany,Heavy,1986,3
Scapegoat,Germany,Heavy,1991,3
Kopor-Show,Romania,"Melodic,Heavy,Hard,Rock",2005,1
Eutanasia,Colombia,Death,1990,4
No Rules,Italy,"Heavy,Thrash",1987,3
Eclipse,Italy,"Melodic,Thrash,Death",2004,5
Without Sympathy,Portugal,"Death,Black",2006,3
Silent Strike,Germany,Heavy,1990,3
Impaler,Russia,Black,nan,1
Dark Forest,United Kingdom,"Heavy,Power",2002,1
Scheinkraft,Germany,"Black,Industrial,Electronic",2006,1
Conjuro,Spain,Heavy,1999,3
Cold,Germany,Black,2005,3
Hammeron,Spain,Power,1997,3
Stubborn,Germany,"Heavy,Thrash",1995,1
Stentor,Serbia,"Thrash,Groove,Speed",1991,3
Feu Gregeois,France,"Death,Black",2005,5
Utopian Sexgod,Netherlands,"Death,Industrial,Black",1997,3
Mortuarium,Italy,Black,1993,5
Mortualia Nocturnum,Italy,Black,1998,1
EXM93,Italy,"Thrash,Black",2001,1
Burning Buses,Germany,"Heavy,Power",1982,1
Placid Silence,Germany,Heavy,2000,1
Saiph,Germany,Power,2004,1
Tribasativa,Portugal,Thrash,2002,3
Encompass,United States,Progressive,2001,1
Laxative,Germany,Death,2003,3
Ruined,United States,Heavy,1989,3
Midnight Symphony,Germany,"Melodic,Heavy,Power",2005,1
Anthriel,Finland,Progressive,2004,1
Taipan,Germany,Doom,nan,3
Demonlord,Portugal,Black,2000,3
Cataria,Italy,"Thrash,Industrial,Progressive",2002,1
Totem,United States,"Doom,Psychedelic,Rock",2005,5
Triple Forte,United States,Heavy,1983,3
Az Axel,Belgium,Heavy,1984,3
Sanguine Chalice,Finland,Black,nan,4
Quimera,Bolivia,"Thrash,Black",2001,1
Throttle Z,United States,Groove,2004,1
Caiman,Germany,Heavy,1987,5
Parricide,Bosnia and Herzegovina,Thrash,1988,5
WRNLRD,United States,"Black,Experimental",2005,1
Godslaying Hellblast,Turkey,"Death,Black",2006,1
Sabre,Brazil,"Heavy,Hard,Rock",2003,1
TammiyÃ¶n Kilta,Finland,"Heavy,Folk",2005,1
Senmuth,Russia,"Industrial,Electronica,Experimental,Ambient,Doom,Folk",2004,1
Mindfreak,Brazil,"Power,Progressive",nan,3
Zerber,Russia,"Thrash,Death,Progressive,Industrial",2002,1
Abscess,Germany,Thrash,1991,3
SickSyco,Portugal,Thrash,2005,3
Perpetual Dilemma,Mexico,Gothic,2004,1
Dressed in Flesh,Australia,"Death,Black",2004,3
Neverland,Spain,"Speed,Power",1996,3
Arvet,Finland,Black,2005,1
Torrid Reign,United States,"Speed,Power",1986,3
New Land,Ukraine,"Neoclassic,Power",2003,5
Black Simphony,Italy,"Melodic,Death,Black",2006,5
Abscess,Netherlands,Death,1989,3
Intus,Switzerland,"Progressive,Power",nan,3
Bellfast,Japan,Folk,1993,1
Opera Manent,Spain,"Heavy,Thrash,Progressive",2001,4
Unicrons,Sweden,"Thrash,Death,Progressive",2006,1
Burning Cities,United States,Metalcore,1999,1
Sennacherib,United States,Metalcore,nan,3
Havok,Brazil,"Death,Brutal",2004,1
Damudot,Spain,Thrash,2002,1
Deathfall,Netherlands,"Thrash,Death",2005,1
Symphony of Death,Poland,"Death,Doom",nan,3
Daedeloth,Poland,Black,nan,3
Hellyeah,United States,Groove,2006,1
Transilience,United States,"Thrash,Progressive",1988,3
Seas of Grass,Poland,Death,1992,3
Morose Death,Poland,Death,1990,3
Eclipse,Brazil,Heavy,nan,3
Traumasphere,France,Death,2000,5
MÃ¡scara de Ferro,Brazil,"Heavy,Power",nan,3
Damage,France,Thrash,nan,3
Count Sinister,United States,"Technical,Power,Progressive",1985,3
Human Incineration,United States,Death,2004,3
Rotting Empire,Germany,Death,2000,1
No Raza,Colombia,Death,1997,1
Nientara,United States,Metalcore,2000,3
SGP Projekt,Slovakia,Heavy,1999,3
Neocracy,Germany,"Thrash,Death",nan,1
Kronium,Italy,"Thrash,Death,Progressive",2005,3
Arcanus Nox,Italy,Black,2004,3
Mourn No More,United States,"Melodic,Death",2004,1
Baal Zabub,United States,Black,2006,1
Infection,Hungary,Death,2004,1
Deus Otiosus,Denmark,"Thrash,Death",2005,1
Iquista FÃ­riel,Czech Republic,"Melodic,Doom,Gothic",2006,1
Nekromantheon,Norway,Thrash,2005,1
Hematit,Slovakia,Heavy,1985,1
Book of Belial,United States,"Death,Black",2006,1
Kormeth,United States,Black,2005,1
Excess Pressure,Germany,"Melodic,Power",2001,1
Diamond Rain,Germany,"Heavy,Power",nan,4
Istima Inc.,Italy,"Death,Brutal",2006,3
Deceptor,United Kingdom,Thrash,2005,1
Deeply Confused,Canada,"Thrash,Death,Progressive",2005,3
Athena,Turkey,"Thrash,Punk,Ska",1987,1
Adolpha,Finland,"Melodic,Dark,Atmospheric",2004,5
220 Volt,Sweden,"Heavy,Hard,Rock",1979,1
Exciting Vision,Germany,Thrash,1989,1
Tourash,Sweden,"Thrash,Metalcore,Groove",2003,5
Dartanian,United States,"Melodic,Heavy",2002,3
Legion,Portugal,"Melodic,Death,Progressive",2006,4
Skiller,Sweden,"Thrash,Metalcore,Death,Groove",2005,1
Ash Lee Blade,Canada,Heavy,2004,3
Anthracite,Germany,Death,2004,1
Falling to Pieces,United States,"Thrash,Groove",2004,3
Inverna,Switzerland,"Depressive,Black",2005,1
Skewered,Ireland,"Death,Brutal",2006,1
Carnifex,United States,Deathcore,2005,1
Irrlycht,Germany,Black,2004,1
Taarenes Vaar,Norway,Black,1992,5
Cold Grey Dawn,Ireland,Black,nan,4
Severe Dementia,Bangladesh,Death,2004,1
Estropia,Switzerland,"Thrash,Death",nan,3
Scalprum,Turkey,"Grindcore,Death",nan,3
Allusion,Mexico,Death,1993,3
Mindreader,Denmark,Power,nan,3
Desekration,Germany,"Death,Black",1998,5
Gracious Violence,Germany,Power,1990,3
Comando EtÃ­lico,Brazil,"Heavy,Thrash",2003,1
ÐÐµÑÐºÑÑÐ¸Ð¹ ÐÐ¾Ð½Ð¾Ð»Ð¸Ñ,Ukraine,Black,2000,3
Microcosm,United Kingdom,"Technical,Death",1993,3
Sadauk,Sweden,"Doom,Gothic",1996,1
WarCry,United States,"Doom,Crossover",1991,1
Tormentor,Mexico,"Thrash,Power",2005,3
Forbidden Cult,France,Death,nan,3
Frozen Forest,Croatia,Black,2005,1
Impulse,Turkey,"Heavy,Thrash",2005,5
Iguman,Montenegro,Black,2004,3
Indemnity,Belgium,Thrash,2005,1
The Austrasian Goat,France,"Funeral,Doom,Black",2006,1
Rax Load,Denmark,Heavy,nan,3
The Arrs,France,"Melodic,Thrash,Metalcore",1996,1
Visceral Carnage,Mexico,"Death,Brutal",2004,1
Von Kull,United States,Groove,1995,1
Acid,Germany,Heavy,1979,3
Sangria,Chile,"Sludge,Doom",2003,1
Mostomalta,Argentina,"Melodic,Hardcore,Death",1998,3
Tarpit,United States,"Sludge,Doom",2005,1
Ehun Kilo,Spain,"Melodic,Heavy",1991,3
Valdur,United States,"middle,Death,Black",1999,1
Final Aphorism,Austria,"Melodic,Death",1997,1
Patrons,Slovenia,Thrash,2004,3
Wreck Creation,United States,"Thrash,Crossover",1990,3
Carbure,Colombia,"Heavy,Rock",1980,3
Mercury Falling,Germany,"Power,Progressive",1997,1
Standard Coil Company,Finland,"Thrash,Death",2003,3
Arachnotaur,United Kingdom,"Sludge,Drone,Doom",2006,1
Power Project,United Kingdom,"Hard,Power,Rock",2004,1
ÐÐ¾Ð»ÑÐ½Ð°Ñ Ð¡ÑÐ°Ñ,Russia,Heavy,2006,1
Ontogeny,United States,"Technical,Death,Progressive",2002,1
Black Succubi,Denmark,"Heavy,Hard,Rock",nan,1
Braindead,Turkey,Thrash,1989,3
Sceptic Age,Turkey,Thrash,1989,3
Blackwitch,Germany,"Thrash,Death",nan,3
Thalarion Lati,Russia,Black,2003,3
Egida,Spain,Heavy,2006,1
Tales of Fate,Germany,Heavy,nan,3
Suttee,Germany,"Melodic,Death,Gothic",nan,3
Remains of Eden,United States,"Melodic,Thrash,Death",2002,3
Silas,United Kingdom,Progressive,2008,1
Ad Arma,Norway,Metalcore,2004,3
Vocation,Germany,"Thrash,Grindcore,Death",1992,3
Coelophysis,Germany,"Thrash,Hardcore,Death",nan,3
Severed Crotch,Iceland,"Technical,Death",2004,5
Svartnatt,Sweden,"Black,Pagan",2003,1
Izumi,Portugal,Progressive,2001,1
Wild Machine,Greece,"Heavy,Hard,Rock",1999,1
Ebanath,Ukraine,"Grindcore,Death",2004,1
Devoid,Croatia,Black,2005,2
Passage Temple,United States,"Melodic,Progressive,Power",1992,3
Yom Kippur,Germany,"Thrash,Progressive",1994,3
Crosswind,Greece,"Speed,Power",1995,1
Von Dymon,United States,"Heavy,Progressive",1985,1
Metalstorm,United States,Heavy,1986,3
Insanidade Mental,Brazil,Thrash,2004,4
Insideout,Brazil,"Thrash,Power,Progressive",2003,4
Asthma,Spain,"Thrash,Speed",1994,3
Ambush,United States,Heavy,1984,4
Astre Macabre,Belgium,Black,2006,2
Fracture,United States,Heavy,nan,3
Zero Tolerance,United States,Thrash,nan,3
Audience,Germany,Progressive,1998,3
Direwolf,United States,"Technical,Black,Progressive",2000,1
Psyron,Germany,"Speed,Power",1990,3
Razzle Dazzle,Germany,"Heavy,Speed",nan,3
Rotten Bowel,Finland,"Grindcore,Death",nan,3
Obsek,Canada,"Metalcore,Death",2006,1
Bloodspell,Italy,Thrash,2004,3
Secret Fear,Germany,Thrash,nan,3
Seconds of Pain,Germany,Heavy,nan,5
DragÃ³n de Hierro,Argentina,"Heavy,Progressive",1990,1
Tess,Liechtenstein,Heavy,1989,3
Wastegate,Germany,Power,1990,3
Paincraze,Sweden,Thrash,2004,1
Children of Tragedy,Canada,"Groove,Symphonic,Gothic",2003,3
Dublin Death Patrol,United States,Thrash,2005,2
Sigil,United Kingdom,Thrash,2001,1
Graves of the Endless Fall,United States,Sludge,2002,3
Pirania,Tunisia,"Middle,Progressive,Eastern",2000,3
Voyage,Germany,Heavy,nan,3
Zarathustra,Netherlands,"Melodic,Power",1990,3
Eternal Ryte,United States,"Heavy,Power",1984,3
Grey Malcolm,United States,Thrash,1988,3
MacAnimal,Austria,"Thrash,Groove,Funk",1991,3
Mind Erasure,United States,"Thrash,Hardcore",nan,3
WiszdomStone,United States,Power,nan,1
Supremacy,Norway,"Heavy,Progressive",2004,3
KalÃ¶gena,Germany,"Thrash,Punk,Death,Gothic",1993,3
Djizoes,Switzerland,Progressive,2002,1
Llaxsay,Chile,"Melodic,Death",2002,3
Dark Wing,Thailand,"Technical,Death",nan,1
Illusion,Norway,Progressive,2005,5
Doomed Day,Thailand,"Melodic,Thrash",1998,1
Dimorph,Germany,"Death,Groove",2003,3
Trypanon,Israel,"Goregrind,Death",2005,3
Mortuum,Italy,"Sludge,Doom,Black",2005,1
Oblivious Enslavement,United States,"Melodic,Death,Black",2005,3
Verdict,Ukraine,"Death,Black",2005,4
Unchrist,United States,Black,1996,1
Hellvetron,United States,"Death,Black,Doom",2004,1
Svalbard,Canada,Black,2002,1
The Trasten Traste,Spain,"Heavy,Thrash",1991,3
Blade of Terror,Poland,"Thrash,Death",2004,3
The Senseless,Australia,"Grindcore,Death,Progressive",2007,1
Spiritual Origin,Germany,Black,2003,4
Rough Velvet,Germany,"Melodic,Progressive",1992,3
Solar Flares,Germany,"Technical,Thrash",nan,3
Spectre,United States,"Thrash,Power",1989,3
Still Heaven,Greece,"Melodic,Heavy",nan,3
Stunx,Germany,Heavy,1988,3
Subculture,Germany,"Thrash,Groove",nan,3
Suspicious,Germany,"Melodic,Heavy",nan,3
Retaliate,Belgium,"Hardcore,Death",2000,3
Cryptic Rites,Poland,"Thrash,Death",2004,2
Weird State,Germany,"Thrash,Death,Progressive",nan,3
Okkultum Threat,Turkey,Black,2005,3
The Destro,United States,"Death,Groove",2003,3
Encephalon,United States,"Depressive,Black,Experimental,Rock",2005,3
Dryad's Tree,Germany,"Progressive,Extreme",2005,2
Regurgitated Terror,United States,"Grindcore,Death,Brutal",2006,1
The Roadcrew,United States,"Thrash,Death",1989,3
æµ·ååæ¯,Taiwan,"Power,Progressive",2002,1
The Batallion,Norway,"Thrash,Death,Blackened",2006,1
ÐÐ·Ð¼Ð¾ÑÐ¾Ð·Ñ,Russia,"Black,Pagan,Folk",2006,1
Vital Drain,France,Death,2004,3
Dred,Australia,"Technical,Thrash,Death",2001,5
Danger,Belarus,"Death,Doom",1994,3
Al Candello,United States,"Symphonic,Shred",nan,4
Fear of Influence,Canada,"Heavy,Progressive",nan,3
Hard Angels,Switzerland,Heavy,nan,3
Freevil,Sweden,"Thrash,Death",2006,1
Liar,Belgium,Metalcore,1995,1
Subtrash,Germany,"Thrash,Death",nan,1
R:I:P,Germany,"Thrash,Groove",2005,3
Crime,Sweden,Heavy,1983,3
Mandrake,Greece,"Heavy,Power",2003,1
Socioparty,Ukraine,"Death,Black",2005,1
The Clavion,Brazil,"Melodic,Power",1983,1
Svedhous,"Korea, South","Depressive,Black",2005,1
Merciless Sin,United States,"Thrash,Speed",1985,3
Knight:Fall,France,"Heavy,Symphonic,Black",2005,3
Black Sun,France,Power,1987,3
Moriar,Italy,Black,2004,1
A Terrible Night for a Curse,United States,"Grindcore,Death",2003,3
Moray,Germany,Heavy,1991,3
Circle of Tyrants,United Kingdom,Thrash,2006,1
Slowtorch,Italy,Stoner,2005,1
Necrosis,France,"Death,Black",2004,1
Storm,Hungary,"Thrash,Heavy,Power",2003,3
Astaroth,"Korea, South",Black,2004,3
Viscera,United States,Black,2006,1
Lexxen,Sweden,"Heavy,Speed",nan,3
Damned Lizard,Germany,Heavy,nan,3
Zwetwezen,Belgium,"Black,Experimental",2001,1
Helion,Germany,Thrash,1988,3
Inflict,Canada,"Melodic,Groove",2005,1
Werwolf,Russia,Death,1991,4
Skorzeny,Russia,Death,nan,1
Luna Aeterna,Russia,Gothic,2006,3
Total Misanthropy,Japan,Black,2005,4
Tragical Memories,Indonesia,"Death,Brutal",1997,1
Soulbreach,Sweden,"Melodic,Thrash,Death",2004,1
Shelf,Germany,"Thrash,Death",nan,5
Wardeath,Brazil,Thrash,1991,3
Methuselahs,Russia,Black,2004,1
Thorax,Belgium,Heavy,1985,3
Profanus,Colombia,Black,2004,2
Crize,Romania,"Melodic,Death,Nu,Deathcore",2001,1
Seol,Hungary,Black,2000,1
Deadly Legacy,United States,"Heavy,Speed",1983,3
Cry Death,United States,Heavy,1983,3
Black Tiger,United Kingdom,"Heavy,Punk,Speed",1982,3
Dark Mission,Denmark,Heavy,1983,3
Nightwolf,Greece,Heavy,1995,3
Oxblood,Greece,"Thrash,Death",1994,3
Aurvandil,France,Black,2006,1
Fractured,Malaysia,"Thrash,Death",2002,4
Dissectomy,Malaysia,Death,2003,1
The Chicken OkkÃ¼lt,Australia,"Grindcore,Death",nan,4
Castrofate,United States,Thrash,2007,1
Hengest,United Kingdom,Black,nan,4
Bardik Ragnarok,United Kingdom,"Death,Power,Progressive",2006,1
Victim of Pain,United States,Thrash,1987,3
Seasonsky,Germany,"Heavy,Hard,Progressive,Rock",2004,4
Seducer,Germany,"Melodic,Heavy,Hard,Rock",2001,1
Sylent Green,Germany,"Thrash,Death,Groove",2000,5
Apocalyptic Clash,Germany,Thrash,1990,5
Exploding Corpse Action,United States,Death,1992,3
Dead Baby,United States,Death,1993,3
Amnom,Brazil,"Death,Gothic",2002,4
Menacer,United States,Thrash,2004,3
Dalriada,Hungary,Folk,1998,1
Sadistic Humor,Canada,"Thrash,Progressive",1989,3
Lethal Militia,United States,Thrash,nan,3
Parricide,United Kingdom,Death,1994,3
Axite,United States,"Thrash,Crossover",1987,3
The Meanies,United States,Heavy,1987,3
Destruction Ahead,United States,Thrash,1986,3
Canifraz,Brazil,"Death,Black,Doom",2003,1
Conciliabulo,Brazil,Black,2004,1
Tarantist,Iran,Thrash,2000,1
Lash,Germany,"Heavy,Hard,Rock",1992,3
Warhorse,United States,Heavy,1989,3
Ne Obliviscaris,Australia,"Progressive,Extreme",2003,1
Deny,Greece,Thrash,nan,3
Reign of Pestilence,United States,"Alternative,Groove",2003,4
ÐÑÐ°ÑÐ° Ð¡Ð½Ð¾Ð²,Russia,"Melodic,Death",2003,1
Krypt,Norway,Black,2006,1
Terrorythm,Germany,"Heavy,Hard,Rock",1989,3
Personal Demon,Switzerland,"Thrash,Heavy",2005,3
Dreadnot,United States,Progressive,1988,3
To Conquer the Night,Spain,Black,2003,1
Sinus,Germany,Heavy,1987,3
Psychosis,United Kingdom,"Thrash,Death",nan,3
Fall From Grace,United States,"Heavy,Hard,Rock",1989,1
New World Order,United Kingdom,Heavy,1997,3
Tortured Through Memory,United Kingdom,Death,1995,3
Hatework,United Kingdom,Death,1995,3
Panic Mode,Italy,Thrash,2005,3
Chaos and Technocracy,Italy,"Thrash,Progressive",1993,3
Stench,United States,Thrash,2006,1
Escarpus,Brazil,Heavy,nan,4
Prince of Fochriw,United Kingdom,"Heavy,Thrash",2001,1
Blackfly,United Kingdom,"Heavy,Hard,Rock",2003,4
Killer Criminal,United States,Thrash,nan,3
Nemus Mortuum,Portugal,"Doom,Progressive",2005,5
Rodosvet,Russia,"Pagan,RAC,Folk,Ambient",2003,1
Matthew Mills,United States,"Neoclassical,Shred",nan,1
Virgin Witch,Mexico,"Thrash,Death,Black",1984,3
Aspid,Mexico,Heavy,1984,1
Symbolyc,Italy,Death,2003,1
Kahtahdhen,Mexico,Death,1993,3
Necropsia,Mexico,"Thrash,Speed,Groove,Power",nan,1
Walknut,Russia,"Black,Atmospheric",2006,2
Cerberum,Colombia,Black,2004,1
Sudden Death,Denmark,Death,1990,3
Fornax,Mexico,Doom,1995,1
Corruption,Switzerland,Death,nan,3
Rex Mundi,Greece,"Thrash,Progressive",2002,1
Zeramoth,Germany,"Doom,Black",2006,3
Wrath Is Evergreen,Estonia,"Doom,Black,Experimental",2006,2
Black Chapel,United States,"Progressive,Power",nan,1
Therion,Germany,Heavy,nan,3
Hurlant,United States,"Thrash,Progressive",1985,3
Scanxion,United Kingdom,Thrash,1989,3
Saints & Preachers,Germany,"Melodic,Heavy",1994,3
Terminus,United Kingdom,"Death,Industrial",1993,3
Sturmgewehr666,Poland,"Death,Black",2006,1
Dan Lorenzo,United States,Stoner,nan,1
Crepitus,United States,Stoner,2001,4
Tiberium,United Kingdom,Thrash,2006,3
Extorian,Germany,"Melodic,Doom",2006,4
Paganus,Finland,"Sludge,Funeral,Doom",2000,1
Necropolis,United States,"Death,Black",2005,1
Elation,Germany,"Progressive,Power",1995,3
Systemic,United States,"Thrash,Groove",2001,3
Rawboned,Germany,"Thrash,Groove",1991,5
Deluge of Djinn,United States,"Death,Symphonic,Black",2007,3
Titan,Germany,"Heavy,Thrash",1983,3
Atmosfear,Chile,"Death,Black",1997,3
Muilaff,Switzerland,"Death,Black",2001,1
Underhand,Italy,"Thrash,Heavy",2004,4
Inzyrcle,Mexico,"Melodic,Death",2002,1
Raw Deal,Germany,"Thrash,Hardcore",nan,3
The Clan of Steel,United Kingdom,Power,1998,5
Septicemia,Indonesia,Death,2001,1
Medusa,United States,Heavy,1981,3
Antraks,Indonesia,"Death,Groove,Brutal",2001,1
Hellbelly,Sweden,"Stoner,Groove",2004,1
Age of Aggression,Germany,Death,2002,1
Disagree,Indonesia,Metalcore,2002,3
Autopsya,Portugal,Thrash,2006,1
Molestia,Portugal,Death,nan,1
Atrosity,United States,"Thrash,Death",nan,3
Mayhemesis,United States,"Thrash,Death",1989,3
Conductor,Sweden,"Thrash,Death",2006,3
Lorus,United States,"Technical,Progressive",2005,2
Belzebul,Japan,Heavy,nan,3
Catalepsy,Hungary,Death,2004,1
Grind,Sweden,"Melodic,Death",1995,3
Time of the Wolf,United States,Black,nan,3
Bedlam,Japan,Thrash,1992,3
Vexation,Japan,"Death,Doom",1985,3
ResistÃªncia Terminal,Brazil,"Thrash,Death",2005,1
Marionette,Sweden,"Melodic,Death",2005,1
Ruinous,Sweden,Black,2001,4
Silent Call,Sweden,Progressive,2006,1
Sibila,Spain,Heavy,2003,3
Angels Fate,Czech Republic,Heavy,2004,3
Monotheist,United States,"Death,Progressive",2004,1
Wekufe,Chile,Black,2005,1
Kryzees,France,"Melodic,Heavy",2004,1
Bestial Carnage,Italy,Death,2006,3
Nightgale,Sweden,"Melodic,Death",2006,5
Frostfinsternis,Germany,Black,nan,1
Fetus Aftermath,Canada,Death,1991,2
Thytopia,Austria,"Heavy,Thrash",2004,1
Muthurlode,Canada,Thrash,nan,1
N.O.S.P.A.,Russia,Death,1994,1
Cephalic Inscription,United Kingdom,Death,nan,4
Knight Eternal,United States,Black,2006,3
Fenguerous,France,"Thrash,Death,Black",2001,1
Vantage Point,United Kingdom,Heavy,nan,1
Audio Kombat Arsenal,United States,Progressive,nan,3
Loknut,United States,"Thrash,Hardcore",2002,4
Salem Fires,United States,Gothic,1999,3
Altars,United States,"Death,Black,Noise",2003,1
Black Stone Ritual,United States,Stoner,2005,3
Oblivion,United States,Thrash,1989,3
Steelwind,United States,"Power,Progressive",1990,3
Death Mortor,Venezuela,"Thrash,Death",1993,1
Kobus!,South Africa,"Heavy,Alternative,Art,Rock",2000,1
Varuna,China,"Black,Atmospheric",2000,1
Djinn,Ireland,"Thrash,Groove",2004,1
Abitbollus,France,Black,2001,1
Dona Eis Requiem,United States,"Death,Doom,Experimental",2006,3
Butcher's Block,Finland,"Thrash,Death",nan,1
Wastelander,United States,"Thrash,Crust,Black",2006,1
Sanity's Void,United States,"Thrash,Heavy",1992,3
Reign of Terror,United States,"Hardcore,Death",1988,3
Argus,United States,"Heavy,Doom",2005,1
Infernal Damnation,United States,"Thrash,Death,Speed",2005,1
Haema,Bulgaria,Death,2005,3
The Storm,Germany,"Thrash,Death",2003,3
Stahlmantel,Germany,"EBM,Techno,Industrial",1999,1
Kronk,United States,,1994,4
Westhia,Spain,Thrash,2003,1
HellHunter,Brazil,"Thrash,Death",2006,5
The Pathos of Clytaemnestra,United States,"Melodic,Death",2005,3
Worg,United States,Black,2007,5
Azotobacter,Cuba,"Thrash,Death",2005,1
Odisea,Cuba,Progressive,1996,1
Ancestor,Cuba,Black,2005,1
Amenofis,Puerto Rico,"Depressive,Black",2006,3
Killchain,Slovakia,Death,2005,1
Dysterhet,Sweden,Black,2006,4
Schaffrath,Germany,"Melodic,Heavy,Hard,Rock",2001,1
Black Fire,Colombia,Black,2005,1
Paralisis,Ecuador,"Melodic,Death",2003,1
9 Days Down,United Kingdom,"Thrash,Groove",2005,1
Amplified Heat,United States,"Heavy,Stoner,Blues,Hard,Rock",1999,1
NightCreepers,France,Folk,2003,1
Deadicated,Denmark,"Thrash,Death",2005,4
Puerco del Desierto,Germany,"Heavy,Stoner",2002,4
Lovecraaft,France,"Melodic,Death,Progressive",2006,1
Selaiah,Germany,"Death,Progressive",2004,2
Grinding Silence,Germany,"Melodic,Death",2005,3
H.O.P.E.,France,"Indie,Symphonic,Black,Rock",2004,4
Hell,France,"Death,Black",2006,1
TVirus,Mexico,Progressive,nan,1
X-Calibur,Canada,Heavy,2001,1
Once Solemn,Germany,"Melodic,Death",2003,1
Acrid,Germany,Thrash,1984,5
Non Compos Mentis,Australia,Thrash,1986,3
Decended,Finland,Power,2005,3
Battering Ram,Netherlands,"Heavy,Speed",1985,3
John Christ,United States,"Stoner,Groove,Rock",1998,1
Deathblow,Japan,Thrash,1986,3
The Kill,United States,Speed,1984,3
Cypruss,United States,"Thrash,Power",1987,3
August,United States,Black,nan,3
Trasher,United States,"Thrash,Crossover",2006,3
Apriaca,Austria,Heavy,2006,4
Age of Evil,United States,"Heavy,Rock",2005,1
Vargnatt,Germany,Black,2006,1
Subterfuge Carver,Germany,"Thrash,Death,Groove",2004,1
Sidewinder,Germany,Thrash,2005,3
Enemy Within,Germany,"Melodic,Thrash,Death",2004,1
Viravoid,United States,Thrash,2006,5
Heroic Flame,France,"Heavy,Black",nan,3
Warwick,France,"Melodic,Heavy,Speed",nan,3
Cap de Craniu,Romania,Deathcore,2007,1
Mayhem,Italy,"Thrash,Speed",1985,5
Sorcerer,Netherlands,"Thrash,Death",1986,3
Reign in Blood,Germany,Black,2004,3
Violence,United States,Thrash,1985,5
Sufferstream,Germany,"Melodic,Thrash,Death",2005,1
Stockholm Syndrom,Austria,"Thrash,Death",2004,1
Thallium,Germany,"Melodic,Death",2005,1
Undead,Italy,"Melodic,Thrash,Power",1986,3
Kamchatka,United States,Thrash,1986,3
Downscarred,Germany,Gothic,nan,3
Killflex,Switzerland,"Metalcore,Death",2003,1
Fatal Impact,United Kingdom,"Thrash,Speed",1987,3
Nebula,United States,Heavy,1982,3
Ghost of a Fallen Age,United States,Metalcore,2006,1
Berserker,Germany,Thrash,nan,3
Detention,Italy,Thrash,nan,3
Annihilation Text,Canada,Death,2005,3
Blasted,Germany,"Technical,Thrash",1988,3
Afterbirth,United States,Thrash,1986,2
Witch Master General,Canada,"Thrash,Power",1986,3
Conductor,Germany,"Grindcore,Death,Groove",nan,1
Death Fiend,Greece,Thrash,2004,3
Eradication Process,Sweden,Death,2005,3
Excubitor Noctis,Germany,Gothic,2005,3
Karnage,Germany,Heavy,nan,3
Lazy-Man's Load,Germany,Death,nan,3
The Kutthroat,Finland,Thrash,2003,1
Backstabbing Bastard,Finland,"Melodic,Thrash,Death",2005,1
Winter Sky,Brazil,"Heavy,Power",2005,1
Ariel n' Caliban,Brazil,"Thrash,Groove",2006,3
Aurore Funeste,France,Black,2007,4
Madhouse,United States,Heavy,1990,1
Eldowraith,Germany,"Melodic,Death",2003,1
